ICD-10 code,Description,Body system,Progressive,code heading
H40.831,Aqueous misdirection; right eye,ophthalmological,no,H408
H40.832,Aqueous misdirection; left eye,ophthalmological,no,H408
H40.833,Aqueous misdirection; bilateral,ophthalmological,no,H408
H40.839,Aqueous misdirection; unspecified eye,ophthalmological,no,H408
H40.89,Other specified glaucoma,ophthalmological,no,H408
H40.9,Unspecified glaucoma,ophthalmological,no,H409
H42,Glaucoma in diseases classified elsewhere,ophthalmological,no,H42
H43.00,Vitreous prolapse; unspecified eye,ophthalmological,no,H430
H43.01,Vitreous prolapse; right eye,ophthalmological,no,H430
H43.02,Vitreous prolapse; left eye,ophthalmological,no,H430
H43.03,Vitreous prolapse; bilateral,ophthalmological,no,H430
H43.20,Crystalline deposits in vitreous body; unspecified eye,ophthalmological,no,H432
H43.21,Crystalline deposits in vitreous body; right eye,ophthalmological,no,H432
H43.22,Crystalline deposits in vitreous body; left eye,ophthalmological,no,H432
H43.23,Crystalline deposits in vitreous body; bilateral,ophthalmological,no,H432
H43.311,Vitreous membranes and strands; right eye,ophthalmological,no,H433
H43.312,Vitreous membranes and strands; left eye,ophthalmological,no,H433
H43.313,Vitreous membranes and strands; bilateral,ophthalmological,no,H433
H43.319,Vitreous membranes and strands; unspecified eye,ophthalmological,no,H433
H43.811,Vitreous degeneration; right eye,ophthalmological,no,H4381
H43.812,Vitreous degeneration; left eye,ophthalmological,no,H4381
H43.813,Vitreous degeneration; bilateral,ophthalmological,no,H4381
H43.819,Vitreous degeneration; unspecified eye,ophthalmological,no,H4381
H43.89,Other disorders of vitreous body,ophthalmological,no,H4389
H44.30,Unspecified degenerative disorder of globe,ophthalmological,no,H4430
H44.40,Unspecified hypotony of eye,ophthalmological,no,H4440
H44.50,Unspecified degenerated conditions of globe,ophthalmological,no,H4450
H46.00,Optic papillitis; unspecified eye,ophthalmological,no,H46
H46.01,Optic papillitis; right eye,ophthalmological,no,H46
H46.02,Optic papillitis; left eye,ophthalmological,no,H46
H46.03,Optic papillitis; bilateral,ophthalmological,no,H46
H46.10,Retrobulbar neuritis; unspecified eye,ophthalmological,no,H46
H46.11,Retrobulbar neuritis; right eye,ophthalmological,no,H46
H46.12,Retrobulbar neuritis; left eye,ophthalmological,no,H46
H46.13,Retrobulbar neuritis; bilateral,ophthalmological,no,H46
H46.2,Nutritional optic neuropathy,ophthalmological,no,H46
H46.3,Toxic optic neuropathy,ophthalmological,no,H46
H46.8,Other optic neuritis,ophthalmological,no,H46
H46.9,Unspecified optic neuritis,ophthalmological,no,H46
H47.011,Ischemic optic neuropathy; right eye,ophthalmological,no,H4701
H47.012,Ischemic optic neuropathy; left eye,ophthalmological,no,H4701
H47.013,Ischemic optic neuropathy; bilateral,ophthalmological,no,H4701
H47.019,Ischemic optic neuropathy; unspecified eye,ophthalmological,no,H4701
H47.031,Optic nerve hypoplasia; right eye,ophthalmological,no,H4703
H47.032,Optic nerve hypoplasia; left eye,ophthalmological,no,H4703
H47.033,Optic nerve hypoplasia; bilateral,ophthalmological,no,H4703
H47.039,Optic nerve hypoplasia; unspecified eye,ophthalmological,no,H4703
H47.091,Other disorders of optic nerve; not elsewhere classified; right eye,ophthalmological,no,H4709
H47.092,Other disorders of optic nerve; not elsewhere classified; left eye,ophthalmological,no,H4709
H47.093,Other disorders of optic nerve; not elsewhere classified; bilateral,ophthalmological,no,H4709
H47.099,Other disorders of optic nerve; not elsewhere classified; unspecified eye,ophthalmological,no,H4709
H47.141,Foster-Kennedy syndrome; right eye,ophthalmological,no,H4714
H47.142,Foster-Kennedy syndrome; left eye,ophthalmological,no,H4714
H47.143,Foster-Kennedy syndrome; bilateral,ophthalmological,no,H4714
H47.149,Foster-Kennedy syndrome; unspecified eye,ophthalmological,no,H4714
H47.20,Unspecified optic atrophy,ophthalmological,no,H472
H47.211,Primary optic atrophy; right eye,ophthalmological,no,H472
H47.212,Primary optic atrophy; left eye,ophthalmological,no,H472
H47.213,Primary optic atrophy; bilateral,ophthalmological,no,H472
H47.219,Primary optic atrophy; unspecified eye,ophthalmological,no,H472
H47.22,Hereditary optic atrophy,ophthalmological,no,H472
H47.231,Glaucomatous optic atrophy; right eye,ophthalmological,no,H472
H47.232,Glaucomatous optic atrophy; left eye,ophthalmological,no,H472
H47.233,Glaucomatous optic atrophy; bilateral,ophthalmological,no,H472
H47.239,Glaucomatous optic atrophy; unspecified eye,ophthalmological,no,H472
H47.291,Other optic atrophy; right eye,ophthalmological,no,H472
H47.292,Other optic atrophy; left eye,ophthalmological,no,H472
H47.293,Other optic atrophy; bilateral,ophthalmological,no,H472
H47.299,Other optic atrophy; unspecified eye,ophthalmological,no,H472
H47.311,Coloboma of optic disc; right eye,ophthalmological,no,H4731
H47.312,Coloboma of optic disc; left eye,ophthalmological,no,H4731
H47.313,Coloboma of optic disc; bilateral,ophthalmological,no,H4731
H47.319,Coloboma of optic disc; unspecified eye,ophthalmological,no,H4731
H47.321,Drusen of optic disc; right eye,ophthalmological,no,H4732
H47.322,Drusen of optic disc; left eye,ophthalmological,no,H4732
H47.323,Drusen of optic disc; bilateral,ophthalmological,no,H4732
H47.329,Drusen of optic disc; unspecified eye,ophthalmological,no,H4732
H47.391,Other disorders of optic disc; right eye,ophthalmological,no,H4739
H47.392,Other disorders of optic disc; left eye,ophthalmological,no,H4739
H47.393,Other disorders of optic disc; bilateral,ophthalmological,no,H4739
H47.399,Other disorders of optic disc; unspecified eye,ophthalmological,no,H4739
H47.41,Disorders of optic chiasm in (due to) inflammatory disorders,ophthalmological,no,H474
H47.42,Disorders of optic chiasm in (due to) neoplasm,ophthalmological,no,H474
H47.43,Disorders of optic chiasm in (due to) vascular disorders,ophthalmological,no,H474
H47.49,Disorders of optic chiasm in (due to) other disorders,ophthalmological,no,H474
H47.511,Disorders of visual pathways in (due to) inflammatory disorders; right side,ophthalmological,no,H475
H47.512,Disorders of visual pathways in (due to) inflammatory disorders; left side,ophthalmological,no,H475
H47.519,Disorders of visual pathways in (due to) inflammatory disorders; unspecified side,ophthalmological,no,H475
H47.521,Disorders of visual pathways in (due to) neoplasm; right side,ophthalmological,no,H475
H47.522,Disorders of visual pathways in (due to) neoplasm; left side,ophthalmological,no,H475
H47.529,Disorders of visual pathways in (due to) neoplasm; unspecified side,ophthalmological,no,H475
H47.531,Disorders of visual pathways in (due to) vascular disorders; right side,ophthalmological,no,H475
H47.532,Disorders of visual pathways in (due to) vascular disorders; left side,ophthalmological,no,H475
H47.539,Disorders of visual pathways in (due to) vascular disorders; unspecified side,ophthalmological,no,H475
H47.611,Cortical blindness; right side of brain,ophthalmological,no,H476
H47.612,Cortical blindness; left side of brain,ophthalmological,no,H476
H47.619,Cortical blindness; unspecified side of brain,ophthalmological,no,H476
H47.621,Disorders of visual cortex in (due to) inflammatory disorders; right side of brain,ophthalmological,no,H476
H47.622,Disorders of visual cortex in (due to) inflammatory disorders; left side of brain,ophthalmological,no,H476
H47.629,Disorders of visual cortex in (due to) inflammatory disorders; unspecified side of brain,ophthalmological,no,H476
H47.631,Disorders of visual cortex in (due to) neoplasm; right side of brain,ophthalmological,no,H476
H47.632,Disorders of visual cortex in (due to) neoplasm; left side of brain,ophthalmological,no,H476
H47.639,Disorders of visual cortex in (due to) neoplasm; unspecified side of brain,ophthalmological,no,H476
H47.641,Disorders of visual cortex in (due to) vascular disorders; right side of brain,ophthalmological,no,H476
H47.642,Disorders of visual cortex in (due to) vascular disorders; left side of brain,ophthalmological,no,H476
H47.649,Disorders of visual cortex in (due to) vascular disorders; unspecified side of brain,ophthalmological,no,H476
H47.9,Unspecified disorder of visual pathways,ophthalmological,no,H479
H49.00,Third [oculomotor] nerve palsy; unspecified eye,ophthalmological,no,H490
H49.01,Third [oculomotor] nerve palsy; right eye,ophthalmological,no,H490
H49.02,Third [oculomotor] nerve palsy; left eye,ophthalmological,no,H490
H49.03,Third [oculomotor] nerve palsy; bilateral,ophthalmological,no,H490
H49.10,Fourth [trochlear] nerve palsy; unspecified eye,ophthalmological,no,H491
H49.11,Fourth [trochlear] nerve palsy; right eye,ophthalmological,no,H491
H49.12,Fourth [trochlear] nerve palsy; left eye,ophthalmological,no,H491
H49.13,Fourth [trochlear] nerve palsy; bilateral,ophthalmological,no,H491
H49.20,Sixth [abducent] nerve palsy; unspecified eye,ophthalmological,no,H492
H49.21,Sixth [abducent] nerve palsy; right eye,ophthalmological,no,H492
H49.22,Sixth [abducent] nerve palsy; left eye,ophthalmological,no,H492
H49.23,Sixth [abducent] nerve palsy; bilateral,ophthalmological,no,H492
H49.30,Total (external) ophthalmoplegia; unspecified eye,ophthalmological,no,H493
H49.31,Total (external) ophthalmoplegia; right eye,ophthalmological,no,H493
H49.32,Total (external) ophthalmoplegia; left eye,ophthalmological,no,H493
H49.33,Total (external) ophthalmoplegia; bilateral,ophthalmological,no,H493
H49.40,Progressive external ophthalmoplegia; unspecified eye,ophthalmological,no,H494
H49.41,Progressive external ophthalmoplegia; right eye,ophthalmological,no,H494
H49.42,Progressive external ophthalmoplegia; left eye,ophthalmological,no,H494
H49.43,Progressive external ophthalmoplegia; bilateral,ophthalmological,no,H494
H49.811,Kearns-Sayre syndrome; right eye,metabolic ,yes,H4981
H49.812,Kearns-Sayre syndrome; left eye,metabolic ,yes,H4981
H49.813,Kearns-Sayre syndrome; bilateral,metabolic ,yes,H4981
H49.819,Kearns-Sayre syndrome; unspecified eye,metabolic ,yes,H4981
H49.881,Other paralytic strabismus; right eye,ophthalmological,no,H4988
H49.882,Other paralytic strabismus; left eye,ophthalmological,no,H4988
H49.883,Other paralytic strabismus; bilateral,ophthalmological,no,H4988
H49.889,Other paralytic strabismus; unspecified eye,ophthalmological,no,H4988
H50.00,Unspecified esotropia,ophthalmological,no,H5000
H50.05,Alternating esotropia,ophthalmological,no,H5005
H50.06,Alternating esotropia with A pattern,ophthalmological,no,H5006
H50.07,Alternating esotropia with V pattern,ophthalmological,no,H5007
H50.08,Alternating esotropia with other noncomitancies,ophthalmological,no,H5008
H50.10,Unspecified exotropia,ophthalmological,no,H5010
H50.15,Alternating exotropia,ophthalmological,no,H5015
H50.16,Alternating exotropia with A pattern,ophthalmological,no,H5016
H50.17,Alternating exotropia with V pattern,ophthalmological,no,H5017
H50.18,Alternating exotropia with other noncomitancies,ophthalmological,no,H5018
H50.30,Unspecified intermittent heterotropia,ophthalmological,no,H5030
H50.32,Intermittent alternating esotropia,ophthalmological,no,H5032
H50.34,Intermittent alternating exotropia,ophthalmological,no,H5034
H50.40,Unspecified heterotropia,ophthalmological,no,H5040
H50.42,Monofixation syndrome,ophthalmological,no,H5042
H50.43,Accommodative component in esotropia,ophthalmological,no,H5043
H50.50,Unspecified heterophoria,ophthalmological,no,H505
H50.51,Esophoria,ophthalmological,no,H505
H50.52,Exophoria,ophthalmological,no,H505
H50.53,Vertical heterophoria,ophthalmological,no,H505
H50.54,Cyclophoria,ophthalmological,no,H505
H50.55,Alternating heterophoria,ophthalmological,no,H505
H50.60,Mechanical strabismus; unspecified,ophthalmological,no,H5060
H50.69,Other mechanical strabismus,ophthalmological,no,H5069
H50.89,Other specified strabismus,ophthalmological,no,H5089
H51.0,Palsy (spasm) of conjugate gaze,ophthalmological,no,H51
H51.11,Convergence insufficiency,ophthalmological,no,H51
H51.12,Convergence excess,ophthalmological,no,H51
H51.20,Internuclear ophthalmoplegia; unspecified eye,ophthalmological,no,H51
H51.21,Internuclear ophthalmoplegia; right eye,ophthalmological,no,H51
H51.22,Internuclear ophthalmoplegia; left eye,ophthalmological,no,H51
H51.23,Internuclear ophthalmoplegia; bilateral,ophthalmological,no,H51
H51.8,Other specified disorders of binocular movement,ophthalmological,no,H51
H51.9,Unspecified disorders of binocular movement,ophthalmological,no,H51
H54.0,Blindness; both eyes,ophthalmological,no,H540
H54.10,Blindness; one eye; low vision other eye; unspecified eyes,ophthalmological,no,H541
H54.11,Blindness; right eye; low vision left eye,ophthalmological,no,H541
H54.12,Blindness; left eye; low vision right eye,ophthalmological,no,H541
H54.2,Low vision; both eyes,ophthalmological,no,H542
H54.3,Unqualified visual loss; both eyes,ophthalmological,no,H543
H54.8,Legal blindness; as defined in USA,ophthalmological,no,H548
H55.00,Unspecified nystagmus,ophthalmological,no,H550
H55.01,Congenital nystagmus,ophthalmological,no,H550
H55.02,Latent nystagmus,ophthalmological,no,H550
H55.03,Visual deprivation nystagmus,ophthalmological,no,H550
H55.04,Dissociated nystagmus,ophthalmological,no,H550
H55.09,Other forms of nystagmus,ophthalmological,no,H550
H57.00,Unspecified anomaly of pupillary function,ophthalmological,no,H57
H57.01,Argyll Robertson pupil; atypical,ophthalmological,no,H57
H57.02,Anisocoria,ophthalmological,no,H57
H57.03,Miosis,ophthalmological,no,H57
H57.04,Mydriasis,ophthalmological,no,H57
H57.051,Tonic pupil; right eye,ophthalmological,no,H57
H57.052,Tonic pupil; left eye,ophthalmological,no,H57
H57.053,Tonic pupil; bilateral,ophthalmological,no,H57
H57.059,Tonic pupil; unspecified eye,ophthalmological,no,H57
H57.09,Other anomalies of pupillary function,ophthalmological,no,H57
H71.00,Cholesteatoma of attic; unspecified ear,otologic,no,H71
H71.01,Cholesteatoma of attic; right ear,otologic,no,H71
H71.02,Cholesteatoma of attic; left ear,otologic,no,H71
H71.03,Cholesteatoma of attic; bilateral,otologic,no,H71
H71.10,Cholesteatoma of tympanum; unspecified,otologic,no,H71
H71.11,Cholesteatoma of tympanum; right ear,otologic,no,H71
H71.12,Cholesteatoma of tympanum; left ear,otologic,no,H71
H71.13,Cholesteatoma of tympanum; bilateral,otologic,no,H71
H71.20,Cholesteatoma of mastoid; unspecified ear,otologic,no,H71
H71.21,Cholesteatoma of mastoid; right ear,otologic,no,H71
H71.22,Cholesteatoma of mastoid; left ear,otologic,no,H71
H71.23,Cholesteatoma of mastoid; bilateral,otologic,no,H71
H71.30,Diffuse cholesteatosis; unspecified ear,otologic,no,H71
H71.31,Diffuse cholesteatosis; right ear,otologic,no,H71
H71.32,Diffuse cholesteatosis; left ear,otologic,no,H71
H71.33,Diffuse cholesteatosis; bilateral,otologic,no,H71
